### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
active_pxprofessor;§u–1§! §u–1§! §h  +5%§!§G!!!§! Active, professor;§u–1§! §u–1§! §h  +5%§!§G!!!§! Actif, professeur;§u–1§! §u–1§! §h  +5%§!§G!!!§! Aktiv, professor;;;;;;;;;;;
active_pxold_school;§h+1§! §u–2§! §h  +5%§!§G!!!§! Active, old school;§h+1§! §u–2§! §h  +5%§!§G!!!§! Actif, vieille école;§h+1§! §u–2§! §h  +5%§!§G!!!§! Aktiv, alte schule;;;;;;;;;;;
active_pxeccentric_genius;§h+2§!      §h  +5%§!   Active, eccentric genius;§h+2§!      §h  +5%§!   Actif, génie excentrique;§h+2§!      §h  +5%§!   Aktiv, exzentrisches genie;;;;;;;;;;;
active_pxgifted_administrator;          §h  +5%§!§h?§! Active, gifted administrator;          §h  +5%§!§h?§! Actif, administrateur doué;          §h  +5%§!§h?§! Aktiv, begabter administrator;;;;;;;;;;;
active_pxinnovative_tactician;§h+1§!      §h  +5%§!   Active, innovative tactician;§h+1§!      §h  +5%§!   Actif, tacticien novateur;§h+1§!      §h  +5%§!   Aktiv, innovativer taktiker;;;;;;;;;;;
active_pxexpert_raider;§h+2§!      §h  +5%§!   Active, expert raider;§h+2§!      §h  +5%§!   Actif, commando expérimenté;§h+2§!      §h  +5%§!   Aktiv, überfallexperte;;;;;;;;;;;
active_pxnatural_born_leader;§h+1§!      §h  +5%§!§h?§! Active, natural born leader;§h+1§!      §h  +5%§!§h?§! Actif, leader naturel;§h+1§!      §h  +5%§!§h?§! Aktiv, geborener anführer;;;;;;;;;;;
active_pxmegalomaniac;§u–2§!      §h  +5%§!   Active, megalomaniac;§u–2§!      §h  +5%§!   Actif, mégalomane;§u–2§!      §h  +5%§!   Aktiv, megalomane;;;;;;;;;;;
active_pxhated;§h+1§! §h+1§! §h  +5%§!§R¡¡¡§! Active, hated;§h+1§! §h+1§! §h  +5%§!§R¡¡¡§! Actif, odieux;§h+1§! §h+1§! §h  +5%§!§R¡¡¡§! Aktiv, gehasst;;;;;;;;;;;
active_pxcursed_luck;§h+2§! §h+2§! §h  +5%§!§R¡¡¡§! Active, cursed luck;§h+2§! §h+2§! §h  +5%§!§R¡¡¡§! Actif, malchanceux;§h+2§! §h+2§! §h  +5%§!§R¡¡¡§! Aktiv, vom pech verflucht;;;;;;;;;;;
active_pxclueless;§u–1§!      §h  +5%§!§R¡¡¡§! Active, clueless;§u–1§!      §h  +5%§!§R¡¡¡§! Actif, ignorant;§u–1§!      §h  +5%§!§R¡¡¡§! Aktiv, ahnungslos;;;;;;;;;;;
active_pxdiplomat;          §u  –5%§!   Active, diplomat;          §u  –5%§!   Actif, diplomate;          §u  –5%§!   Aktiv, diplomat;;;;;;;;;;;
active_pxpowerful_friends;          §u  –5%§!   Active, powerful friends;          §u  –5%§!   Actif, amis puissants;          §u  –5%§!   Aktiv, mächtige freunde;;;;;;;;;;;
active_pximmoral;          §h  +5%§!§u¿§! Active, immoral;          §h  +5%§!§u¿§! Actif, immoral;          §h  +5%§!§u¿§! Aktiv, unmoralisch;;;;;;;;;;;
active_pxwomanizer;          §h  +5%§!§G!!!§! Active, womanizer;          §h  +5%§!§G!!!§! Actif, coureur de jupons;          §h  +5%§!§G!!!§! Aktiv, schürzenjäger;;;;;;;;;;;
active_pxwarmonger;          §h+15%§!§R¡¡¡§! Active, warmonger;          §h+15%§!§R¡¡¡§! Actif, belliciste;          §h+15%§!§R¡¡¡§! Aktiv, kriegstreiber;;;;;;;;;;;
active_pxcorrupt;          §h  +5%§!§R¡¡¡§! Active, corrupt;          §h  +5%§!§R¡¡¡§! Actif, corrompu;          §h  +5%§!§R¡¡¡§! Aktiv, korrupt;;;;;;;;;;;
active_pxbootlicker;     §h+1§! §h  +5%§!   Active, bootlicker;     §h+1§! §h  +5%§!   Actif, lèche-bottes;     §h+1§! §h  +5%§!   Aktiv, speichellecker;;;;;;;;;;;
active_pxsycophant;          §h  +5%§!§G!!!§! Active, sycophant;          §h  +5%§!§G!!!§! Actif, flagorneur;          §h  +5%§!§G!!!§! Aktiv, kriecher;;;;;;;;;;;
active_pxtoady;§h+1§!      §h  +5%§!§h?§! Active, toady;§h+1§!      §h  +5%§!§h?§! Actif, flatteur;§h+1§!      §h  +5%§!§h?§! Aktiv, schleimer;;;;;;;;;;;
active_pxyesman;          §h  +5%§!   Active, yesman;          §h  +5%§!   Actif, béni-oui-oui;          §h  +5%§!   Aktiv, jasager;;;;;;;;;;;
active_pxbrownnoser;§h+1§!      §h  +5%§!   Active, brownnoser;§h+1§!      §h  +5%§!   Actif, lèche-cul;§h+1§!      §h  +5%§!   Aktiv, stiefellecker;;;;;;;;;;;
active_pxspoiled;§h+2§!      §h  +5%§!   Active, spoiled;§h+2§!      §h  +5%§!   Actif, gâté;§h+2§!      §h  +5%§!   Aktiv, verwöhnt;;;;;;;;;;;
active_pxschool_of_defense;     §G+3§! §h  +5%§!   Active, school of defense;     §G+3§! §h  +5%§!   Actif, école de défense;     §G+3§! §h  +5%§!   Aktiv, schule der verteidigung;;;;;;;;;;;
active_pxschool_of_offense;§h+1§!      §h+15%§!§h?§! Active, school of offense;§h+1§!      §h+15%§!§h?§! Actif, école d'attaque;§h+1§!      §h+15%§!§h?§! Aktiv, schule der offensive;;;;;;;;;;;
active_pxschool_of_the_bayonet;§h+2§! §h+1§! §h+15%§!   Active, school of the bayonet;§h+2§! §h+1§! §h+15%§!   Actif, école de la baïonnette;§h+2§! §h+1§! §h+15%§!   Aktiv, schule des bajonetts;;;;;;;;;;;
active_pxschool_of_firepower;§h+1§!      §h  +5%§!§G!!!§! Active, school of firepower;§h+1§!      §h  +5%§!§G!!!§! Actif, école de la puissance de feu;§h+1§!      §h  +5%§!§G!!!§! Aktiv, schule der feuerkraft;;;;;;;;;;;
active_pxartillerist;     §h+1§! §h  +5%§!§h?§! Active, artillerist;     §h+1§! §h  +5%§!§h?§! Actif, artilleur;     §h+1§! §h  +5%§!§h?§! Aktiv, artillerist;;;;;;;;;;;
active_pxuncommonly_young;§h+1§! §h+1§! §h  +5%§!   Active, uncommonly young;§h+1§! §h+1§! §h  +5%§!   Actif, singulièrement jeune;§h+1§! §h+1§! §h  +5%§!   Aktiv, ungewöhnlich jung;;;;;;;;;;;
active_pxsucker;§u–1§!      §h  +5%§!   Active, sucker;§u–1§!      §h  +5%§!   Actif, gogo;§u–1§!      §h  +5%§!   Aktiv, trottel;;;;;;;;;;;
active_pxsad_sack;§u–2§!      §h  +5%§!   Active, sad sack;§u–2§!      §h  +5%§!   Actif, raté;§u–2§!      §h  +5%§!   Aktiv, trauriger sack;;;;;;;;;;;
active_pxunfit;§u–2§!      §h  +5%§!§R¡¡¡§! Active, unfit;§u–2§!      §h  +5%§!§R¡¡¡§! Actif, inapte;§u–2§!      §h  +5%§!§R¡¡¡§! Aktiv, ungeeignet;;;;;;;;;;;
active_pxunqualified;          §u  –5%§!   Active, unqualified;          §u  –5%§!   Actif, non qualifié;          §u  –5%§!   Aktiv, unqualifiziert;;;;;;;;;;;
active_pxpawn;          §h  +5%§!   Active, pawn;          §h  +5%§!   Actif, pion;          §h  +5%§!   Aktiv, pfand;;;;;;;;;;;
active_pxelderly;          §h  +5%§!   Active, elderly;          §h  +5%§!   Actif, âgé;          §h  +5%§!   Aktiv, älter;;;;;;;;;;;
active_pxincompetent;          §h  +5%§!   Active, incompetent;          §h  +5%§!   Actif, incompétent;          §h  +5%§!   Aktiv, inkompetent;;;;;;;;;;;
earnestxnationalist;§h+1§!      §h+10%§!§G!!!§! Earnest, nationalist;;;;;;;;;;;;;
earnestxwar_college;§h+1§!      §h+10%§!   Earnest, war college;§h+1§!      §h+10%§!   Sérieux, école militaire;§h+1§!      §h+10%§!   Ernsthaft, militärakademie;;;;;;;;;;;
earnestxcavalry_school;§h+2§!      §h+10%§!   Earnest, cavalry school;§h+2§!      §h+10%§!   Sérieux, école de cavalerie;§h+2§!      §h+10%§!   Ernsthaft, kavallerieschule;;;;;;;;;;;
earnestxengineer;          §h+15%§!   Earnest, engineer;          §h+15%§!   Sérieux, génie;          §h+15%§!   Ernsthaft, ingenieur;;;;;;;;;;;
earnestxarmchair_general;          §h+20%§!   Earnest, armchair general;          §h+20%§!   Sérieux, général de façade;          §h+20%§!   Ernsthaft, sesselgeneral;;;;;;;;;;;
earnestxbureaucrat_speed;          §h+25%§!   Earnest, bureaucrat speed;          §h+25%§!   Sérieux, vitesse de bureaucrate;          §h+25%§!   Ernsthaft, bürokratische geschwindigkeit;;;;;;;;;;;
earnestxgenerals_aide;     §h+1§! §h+10%§!   Earnest, general's aide;     §h+1§! §h+10%§!   Sérieux, aide de camp;     §h+1§! §h+10%§!   Ernsthaft, generalsadjutant;;;;;;;;;;;
earnestxamateur;     §u–1§! §u–15%§!   Earnest, amateur;     §u–1§! §u–15%§!   Sérieux, amateur;     §u–1§! §u–15%§!   Ernsthaft, amateur;;;;;;;;;;;
earnestxmadman;          §h+10%§!§u¿§! Earnest, madman;          §h+10%§!§u¿§! Sérieux, fou;          §h+10%§!§u¿§! Ernsthaft, irrer;;;;;;;;;;;
earnestxaristocrat;          §h+10%§!§h?§! Earnest, aristocrat;          §h+10%§!§h?§! Sérieux, aristocrate;          §h+10%§!§h?§! Ernsthaft, aristokrat;;;;;;;;;;;
earnestxdrillmaster;          §h+10%§!§G!!!§! Earnest, drillmaster;          §h+10%§!§G!!!§! Sérieux, sergent instructeur;          §h+10%§!§G!!!§! Ernsthaft, zuchtmeister;;;;;;;;;;;
earnestxbutcher;          §h+10%§!   Earnest, butcher;          §h+10%§!   Sérieux, boucher;          §h+10%§!   Ernsthaft, schlächter;;;;;;;;;;;
earnestxexranker;          §h+10%§!§u¿§! Earnest, exranker;          §h+10%§!§u¿§! Sérieux, ancien militaire;          §h+10%§!§u¿§! Ernsthaft, ex-gefreiter;;;;;;;;;;;
earnestxadventurer;§h+2§!      §h+10%§!   Earnest, adventurer;§h+2§!      §h+10%§!   Sérieux, aventurier;§h+2§!      §h+10%§!   Ernsthaft, abenteurer;;;;;;;;;;;
earnestxdebutante;          §h+10%§!   Earnest, debutante;          §h+10%§!   Sérieux, débutant;          §h+10%§!   Ernsthaft, debütant;;;;;;;;;;;
earnestxcolonial_b;     §u–2§! §G+30%§!   Earnest, colonial;     §u–2§! §G+30%§!   Sérieux, colonial;     §u–2§! §G+30%§!   Ernsthaft, kolonial;;;;;;;;;;;
earnestxdisgraced;          §h+10%§!   Earnest, disgraced;          §h+10%§!   Sérieux, déshonoré;          §h+10%§!   Ernsthaft, in ungnade gefallener;;;;;;;;;;;
earnestxpriest;          §h+10%§!   Earnest, priest;          §h+10%§!   Sérieux, prêtre;          §h+10%§!   Ernsthaft, priester;;;;;;;;;;;
earnestxrising_star;          §h+10%§!   Earnest, rising star;          §h+10%§!   Sérieux, étoile montante;          §h+10%§!   Ernsthaft, aufsteigender stern;;;;;;;;;;;
earnestxpolitician;          §h+10%§!§u¿§! Earnest, politician;          §h+10%§!§u¿§! Sérieux, politicien;          §h+10%§!§u¿§! Ernsthaft, politiker;;;;;;;;;;;
earnestxpoet;§u–1§!      §h+10%§!§G!!!§! Earnest, poet;§u–1§!      §h+10%§!§G!!!§! Sérieux, poète;§u–1§!      §h+10%§!§G!!!§! Ernsthaft, poet;;;;;;;;;;;
earnestxcartographer;          §G+50%§!   Earnest, cartographer;          §G+50%§!   Sérieux, cartographe;          §G+50%§!   Ernsthaft, kartograf;;;;;;;;;;;
earnestxprofessor;§u–1§! §u–1§! §h+10%§!§G!!!§! Earnest, professor;§u–1§! §u–1§! §h+10%§!§G!!!§! Sérieux, professeur;§u–1§! §u–1§! §h+10%§!§G!!!§! Ernsthaft, professor;;;;;;;;;;;
earnestxold_school;§h+1§! §u–2§! §h+10%§!§G!!!§! Earnest, old school;§h+1§! §u–2§! §h+10%§!§G!!!§! Sérieux, vieille école;§h+1§! §u–2§! §h+10%§!§G!!!§! Ernsthaft, alte schule;;;;;;;;;;;
